-4.397241321269033665e-01,-1.909633600992066471e+00,-1.322833889174049649e+00,-9.904824578075839270e-01,-1.150362384605050581e+00,3.493552290623467282e-01,4.185230044367646007e-01,6.273191006633518918e-02,-1.572942015159945750e-01,-7.712387514490169904e-01,6.430687481148725793e-01,-1.647656717146548822e+00
-1.615605614548891455e-01,-4.233306434550033193e-01,-1.016379365607691238e-01,-1.434590364464513490e+00,-6.907640925814088062e-01,1.217307867887599676e-01,5.155975453840789813e-01,-7.840548559953716135e-01,9.082431771339414261e-01,2.165769671441747923e-01,-8.681055848836550792e-01,-6.841358438284308452e-01
1.914321422425660613e+00,9.302504990439348642e-01,-1.304711828644224081e+00,-8.525339410920893535e-01,-2.789808542284360482e-01,5.286066480981691518e-01,5.078724851056486411e-01,-9.813871965598752745e-01,7.784027904053435476e-01,-1.331716614370989982e+00,1.046614285201382000e+00,1.234678157036524782e-01
7.867558059052949249e-01,-1.969394659335064746e-01,-8.286355291187533778e-01,1.015166644828960463e+00,-5.941139178889112693e-02,-1.111561019131636630e-01,1.176872578289818838e+00,-8.073691657581063552e-01,-4.717320579747488196e-01,-6.059129492537423944e-01,-1.074645555024737797e+00,5.008372646084162660e-01
-1.277027149578934817e-01,-8.369619386579196796e-01,-1.322779345164979858e+00,1.426378184062439436e+00,7.424945236263235104e-01,4.072611487021969567e-02,-3.699811233948595568e-01,-7.980782708533777914e-01,1.383215218791477241e+00,1.260236700682501265e+00,-6.100594837308628282e-01,7.168639213102946384e-01
-1.409399920611582036e-01,2.094518681356471124e+00,5.434373230828138945e-01,-1.425250754688514254e+00,-8.956880105469582354e-01,2.765428334896994356e-01,-5.172850565669457890e-01,-5.658374319725486545e-01,-5.269957219527539038e-01,-6.557045495700801752e-01,-1.406429648859736758e+00,-2.342278856804329845e-01
5.580818347541410818e-01,-1.372365108789874721e+00,9.747483646015447922e-02,-1.379944546062165933e-01,1.703383993292349463e-01,1.175361218222678472e+00,-1.868158090066635857e-01,1.057947537867029775e+00,6.186693830482005163e-01,-6.893630917289885751e-01,1.172132896564936244e+00,-1.002106797551081785e+00
2.426979225038625732e+00,-1.318800113146252895e-01,2.221489328411936803e+00,-6.408840255557554100e-01,2.528616162125491354e-02,3.226207442403249970e-01,7.826020676389482400e-01,5.342478242826835810e-01,-1.503074886094775797e+00,1.821312896361217959e-01,1.927947029710711968e+00,-1.608530821266595412e+00
1.991006208634060970e+00,7.988560548494293423e-01,-1.115716360923842965e+00,-9.851348287684567051e-01,-1.058753665959008439e+00,-2.316541403570671342e-01,5.637197599739647291e-01,-3.343219484499870275e-01,-4.465339395919143417e-01,1.323644662257320803e+00,-1.096107805460814877e+00,-8.151309134761018926e-01
1.663248317972830514e-01,1.269518830587862412e+00,-1.088612105472449576e-01,8.965076568263459222e-01,5.685482037925837506e-01,9.912721193947501841e-02,-2.787320785946894586e-01,-2.100320588771802388e+00,5.654784036613424991e-01,2.162804645665846515e+00,-7.036160936962154722e-01,-4.285304882229165058e-01
-6.172621303596025344e-01,-9.682508259403366235e-02,-7.493703161398298507e-01,-2.293576923003856294e+00,-6.411855129159105271e-01,-1.283891636314653750e+00,9.895065895683454738e-01,-3.221061342357905422e-01,-4.473122688568647032e-01,7.160342701975817015e-01,-1.606225185126267219e+00,-3.490186996024729482e-01
-1.654101051578100057e+00,1.174421853353568412e+00,1.350619207340675532e+00,1.185952831019386311e+00,-1.220471156794837198e+00,3.932393759223349466e-02,1.914865426306215368e-01,-6.828761375298515457e-01,7.722212748321716225e-02,-1.439847707953295197e+00,2.405881151859031453e-01,-1.226258393606652897e-01
-5.764325963983127910e-01,2.466383568495785772e-01,1.474998575723212857e-01,6.280835529295387687e-01,-1.403115886375969845e+00,1.612900949357771729e+00,1.307237597735450230e+00,-1.733965142004946669e+00,-1.172725480297982736e+00,8.453824538029509617e-01,3.819241654869548475e-01,-5.533978474607863240e-02
-9.608477974569889016e-03,1.401124766150904533e+00,6.996284332766145031e-01,-1.714693502167744299e+00,2.110080904646678412e+00,3.350254011867519921e+00,-1.454728402009371369e+00,1.613417414523078852e+00,-3.860488184222490848e-01,-1.645317332401561750e+00,4.068173129828066004e-01,8.344878605196863475e-02
9.651567332155350787e-01,9.361374834939268919e-01,-6.760543242293038935e-01,2.976196603509110528e+00,-6.372144600121445457e-01,-1.951743839179158613e+00,-1.242358276523069405e+00,-5.978612958663003241e-01,-7.377125351818362153e-01,3.215557856773495482e-01,-1.933778203335388690e-01,1.340063049686796237e+00
3.075990353492092932e-01,-1.075991384473289070e-01,-7.024719605006002343e-01,1.572734753959821319e+00,-3.934859625701317420e-01,1.289449061463974422e+00,-1.001568925089162621e+00,-2.065376317719359811e+00,-3.964781444065856308e-01,-8.926993078774168866e-02,3.023439311337341007e+00,-1.451249540534899740e+00
5.592978831821233676e-01,-1.386847097683794605e-01,1.097320514658582269e+00,1.119952962757494230e+00,7.479902717846762528e-01,-3.199053336845006368e-01,-6.730998537789709690e-01,-1.046218463519963615e+00,3.775934257598625998e-02,-5.393622659748857906e-01,-1.331910348627384222e+00,-1.175923822338305752e-01
